Ticket_final,Fecha aviso incidencia_final,Categoria de incidencia_final,Tipo Incidencia_final,Tipo de producto_final,Descripcion_final,Operador_final,Distrito_final,Cantidad de clientes afectados_final,Clientes afectados_final,Criticidad Incidencia_final,Tipo de trabajo_final,Reportado Por_final,tipo_cliente_final,Operador_orig_final,Reportado Por_orig_final,outlier_Cantidad de clientes afectados_final,missing_Cantidad de clientes afectados_final,miss_tipo_producto,miss_operador_orig,miss_cantidad_clientes,miss_tipo_cliente
TCK_EBD7C751C4,1/27/2025 7:00 AM,Otros,PEXT,FTTH,AVERIA EN DIST_008 <ADDRESS>-48 EN TRONCAL_TE789AB9840 DIVICAU_D0004,Desconocido,DIST_008,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_8F31F200FA,1/31/2025 7:00 AM,Otros,PEXT,FTTH,CORRECTIVO DE TENDIDO DE FIBRA DE 96H EN DIST_008 TRONCAL_TE789AB9840 DIVICAU_D0003,Desconocido,DIST_008,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_00146C5128,2/01/25 7:00,Otros,PEXT,FTTH,HOMOLOGAR <ADDRESS> PUERTOS,Desconocido,DIST_010,0.0,No,Leve,Homologacion,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_B15A03F6ED,2/02/25 7:00,Otros,PEXT,FTTH,HOMOLOGAR <ADDRESS> PUERTOS,Desconocido,DIST_010,0.0,No,Leve,Homologacion,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_21AF87BB23,2/05/25 7:00,Otros,PEXT,FTTH,HOMOLOGAR <ADDRESS> PUERTOS,Desconocido,DIST_010,0.0,No,Leve,Homologacion,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_6A8200E297,2/06/25 7:00,Otros,PEXT,FTTH,NORMALIZACION DE PASANTE EN DIST_009 TRONCAL_T9F1FB90708,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A4CA85BF87,2/07/25 7:00,Otros,PEXT,FTTH,NORMALIZACION DE CTO EN DIST_009 TRONCAL_T9F1FB90708 CTO_C0012,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_FBC32FB3A2,2/08/25 7:00,Otros,PEXT,FTTH,NORMALIZACION DE CTO EN DIST_009 TRONCAL_T9F1FB90708 CTO_C0012,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_8D62CFE82F,2/10/25 7:00,Otros,PEXT,FTTH,INSPECCION DE CTOS EN DIST_008 POR AFECTACION DE RUPTURA DE FIBRA,Desconocido,DIST_008,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_C9DA3D0553,2/12/25 7:00,Otros,PEXT,FTTH,ORDEMANIENTO EN GABINETES - DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DFE2376E61,2/13/2025 7:00 AM,Otros,PEXT,FTTH,ORDEMANIENTO EN GABINETES - DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_E5B43B419E,2/14/2025 7:00 AM,Otros,PEXT,FTTH,ORDEMANIENTO EN GABINETES - DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_63B9A9D2FB,2/15/2025 7:00 AM,Otros,PEXT,FTTH,NORMALIZACION EN DIST_009.,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_D2A61FFF9D,2/17/2025 7:00 AM,Otros,PEXT,FTTH,NORMALIZACION EN DIST_009.,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_623C5F555A,2/18/2025 7:00 AM,Otros,PEXT,FTTH,ORDEMANIENTO EN GABINETES - DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_BF4B63AF1B,2/19/2025 7:00 AM,Otros,PEXT,FTTH,ORDEMANIENTO EN GABINETES - DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_B22A40707D,2/20/2025 7:00 AM,Otros,PEXT,FTTH,ORDEMANIENTO EN GABINETES - DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_419DCB187F,2/21/2025 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T61ADF48B4C,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_96D7CBD2F3,2/22/2025 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T61ADF48B4C,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_E983137008,2/25/2025 7:00 AM,Otros,PEXT,FTTH,"INSTALACION DE MASTIL Y ANTENA, PRUEBAS DE DAS",Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_97F53FAD0E,2/26/2025 7:00 AM,Otros,PEXT,FTTH,NORMALIZACION EN DIST_006,Desconocido,DIST_006,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_5AE2F4A16C,2/27/2025 7:00 AM,Otros,PEXT,FTTH,NORMALIZACION EN DIST_009.,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_0D915CF9BF,2/28/2025 7:00 AM,Otros,PEXT,FTTH,NORMALIZACION EN DIST_009.,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DE9E765B5C,3/17/2025 10:00 AM,Potencia alta,PEXT,FTTH,"AVERIA EN VERTICAL DIST_012, POTENCIA ALTA.",<CLIENT_03>,DIST_012,1.0,Sí,Crítico,Emergencia,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_CA75E541E3,3/18/2025 10:00 AM,Sin potencia,PEXT,FTTH,"AVERIA EN DIST_012, CTO SE ENCUENTRA SIN POTENCIA.",<CLIENT_02>,DIST_012,1.0,Sí,Crítico,Emergencia,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,0,0,0,0,0
TCK_3EB2F60364,3/19/2025 10:00 AM,Otros,PEXT,FTTH,TENDIDO DE FIBRA PARA CLIENTE ALDEAS EN <FACILITY_07>.,Desconocido,DIST_011,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_4D3CBBE25C,4/07/25 3:50,Robo de elemento,PEXT,FTTH,"ROBO CTO_C0029 DIVICAU_D0013 TRONCAL_TCBC0D083CF, LOS JAZMINES DEL NARANJAL",<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,Internal Customer,Operador,<CLIENT_03>,<CLIENT_INTERNAL>,False,0,0,0,0,0
TCK_AD3BBE67F5,4/08/25 11:00,Corte de fibra,PEXT,FTTH,ROTURA DE FIBRA EN CTO_C0023 DIVICAU_D0002 TRONCAL_TCBC0D083CF,<CLIENT_02>,DIST_008,0.0,No,Leve,Preventivo,Internal Customer,Operador,<CLIENT_02>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_85B518ADC3,4/09/25 6:00,Otros,PINT,FTTH,DEFECTO EN AIRE ACONDICIONADO EN EL NODO DE DIST_010,<CLIENT_INTERNAL>,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,0,0,0,0,0
TCK_B7390AA56B,4/09/25 6:20,Otros,TI,FTTH,CAIDA DE SERVICIO EN EL NODO <FACILITY_02>,<CLIENT_03>,DIST_007,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_6CA937C803,4/10/25 9:00,Sin potencia,PEXT,FTTH,"CTO SIN POTENCIA DIST_010, CTO_C0009, EDIFICIO MIDWAY <ADDRESS>",<CLIENT_02>,DIST_010,0.0,No,Leve,Quiebre Técnico,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_87BCD6F16F,4/02/25 7:30,Corte de fibra,PEXT,FTTH,CAIDA MASIVA DE ENLACE DE SERVICIO DE INTERNET DE <CLIENT_12> DEBIDO A CORTE DE FIBRA,<CLIENT_03>,DIST_001,2.0,Sí,Leve,Soporte,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_72107875FF,4/02/25 7:00,Corte de fibra,PEXT,FTTH,CAIDA MASIVA DE ENLACE DE SERVICIO DE INTERNET DE <CLIENT_13> DEBIDO A CORTE DE FIBRA,<CLIENT_02>,DIST_001,591.0,Sí,Leve,Soporte,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,True,0,0,0,0,0
TCK_BE23E7B026,4/11/25 9:10,Sin potencia,PEXT,FTTH,"CTO SIN POTENCIA, DIST_010, CTO_C0009,  <ADDRESS>.",<CLIENT_02>,DIST_010,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,0,0,0,0,0
TCK_B43AE452BE,4/14/2025 9:00 AM,Otros,TI,FTTH,REVISION DE SNMP DE OLTS DIST_010 PARA PLATAFORMA DE PROVISIONAMIENTO.,<CLIENT_03>,DIST_010,0.0,No,Leve,Soporte,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_0470D5977C,4/11/25 15:30,Otros,PINT,FTTH,DESAGUE ATORADO EN NODO DE DIST_010,<CLIENT_INTERNAL>,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_77425EB5AE,4/16/2025 1:31 PM,Sin potencia,PEXT,FTTH,"CTO SIN POTENCIA - DIST_010 - CTO_C0003, <ADDRESS>_010",<CLIENT_02>,DIST_010,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_B0E9EF4E70,4/24/2025 8:46 AM,Corte de fibra,PINT,FTTH,CAIDA DE GESTION REMOTA NODO DIST_010 POR CORTE DE FIBRA,<CLIENT_INTERNAL>,DIST_010,0.0,No,Leve,Incidencia,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,0,0,0,0,0
TCK_3F5F8FB008,4/24/2025 8:46 AM,Corte de fibra,PINT,FTTH,CAIDA DE GRESTION REMOTA EN NODO DE DIST_001 POR CORTE DE FIBRA,<CLIENT_INTERNAL>,DIST_001,0.0,No,Leve,Incidencia,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_F8CBE75B26,4/24/2025 8:46 AM,Corte de fibra,PINT,FTTH,CAIDA DE GESTION REMOTA EN NODO DE DIST_009 POR CORTE DE FIBRA,<CLIENT_INTERNAL>,DIST_009,0.0,No,Leve,Correctivo,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_50485CAA60,4/24/2025 8:46 AM,Corte de fibra,PEXT,FTTH,CAIDA DE SERVICIO EN DIST_010 DEL OPERADOR <CLIENT_12> POR CORTE DE FIBRA,<CLIENT_03>,DIST_010,0.0,No,Leve,Soporte,Internal Customer,Operador,<CLIENT_03>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_DB9DAE569D,4/24/2025 8:46 AM,Corte de fibra,PEXT,FTTH,CAIDA DE SERVICIO EN DIST_001 DEL OPERADOR <CLIENT_12> POR CORTE DE FIBRA,<CLIENT_03>,DIST_001,0.0,No,Leve,Soporte,Internal Customer,Operador,<CLIENT_03>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_A91702811C,4/24/2025 8:46 AM,Corte de fibra,PEXT,FTTH,CAIDA DE SERVICIO EN DIST_009 DEL OPERADOR <CLIENT_12> POR CORTE DE FIBRA,<CLIENT_03>,DIST_009,0.0,No,Leve,Soporte,Internal Customer,Operador,<CLIENT_03>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_64C8F52308,4/30/2025 9:00 AM,Otros,PEXT,FTTH,IMPLEMENTACION DE TRONCAL_TCBC0D083CF Y 2 DEL <ADDRESS> - DIST_001,Desconocido,DIST_001,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,1,0,1,1,0
TCK_0B19E09091,5/05/25 11:00,Sin potencia,PEXT,FTTH,CAIDA DE POTENCIA <ADDRESS> CTOS EN DIVICAU_D0028 TRONCAL_T9F1FB90708 - DIST_009. CTO_C0006: <COORD> CTO_C0021: <COORD> CTO_C0017: <COORD>,<CLIENT_03>,DIST_009,5.0,Sí,Leve,Emergencia,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,True,0,0,0,0,0
TCK_BA16724987,5/05/25 13:45,Corte de fibra,PINT,DAS AEROPUERTO,CAIDA DE SERVICIO - <FACILITY_03> - CIRCUITO 082369,<CLIENT_INTERNAL>,DIST_006,0.0,No,Leve,Soporte,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_D7796BC63C,5/09/25 13:00,Potencia alta,PEXT,FTTH,"POTENCIA ALTA EN LA VERTICAL DIST_001, SE REVISO LA VERTICAL, NODO DE DIST_001 Y MINICAU.",<CLIENT_02>,DIST_001,3.0,Sí,Leve,Emergencia,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,True,0,0,0,0,0
TCK_5854A81C59,5/12/25 7:15,Potencia alta,PEXT,FTTH,"POTENCIA ELEVADA EN CTO_C0001 DE LA DIVICAU_D0007 - TRONCAL_TE789AB9840 DIST_009, AFECTANDO CLIENTES.",<CLIENT_03>,DIST_009,3.0,Sí,Leve,Emergencia,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,True,0,0,0,0,0
TCK_C126033022,5/05/25 11:00,Sin potencia,PEXT,FTTH,"CTO_C0006,21 Y 17 SIN POTENCIA, SE REVISO EN CAMPO SE DETECTO FIBRA TRONCAL_TFB3EA513FA QUEMADA, AFECTANDO A 5 CLIENTES",<CLIENT_03>,DIST_009,5.0,Sí,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,True,0,0,0,0,0
TCK_92328E323F,5/15/2025 4:12 PM,Robo de elemento,PEXT,FTTH,"AVERIA EN CTO_C0005 DE LA DIVICAU_D0017 TRONCAL_TBA9372BFE4 EN DIST_006, CLIENTE CAIDO POR VANDALISMO DE CTO ELEMENTO PASIVO.",<CLIENT_02>,DIST_006,1.0,Sí,Leve,Emergencia,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,0,0,0,0,0
TCK_E93EF9A6C6,5/25/2025 10:00 PM,Sin potencia,PINT,FTTH,CAIDA DE SENAL - PERDIDA DE ENERGIA EN EQUIPOS PISO1 - <FACILITY_01> CHICLAYO,<CLIENT_INTERNAL>,DIST_004,0.0,No,Leve,Emergencia,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_86F12FD882,5/30/2025 1:20 PM,Sin potencia,PEXT,FTTH,CAIDA DE SERVICIO EN CLIENTES - DIST_010,<CLIENT_02>,DIST_010,6.0,Sí,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,True,0,0,0,0,0
TCK_362FF6B4FF,5/31/2025 6:00 AM,Sin potencia,PEXT,FTTH,"CTO SIN POTENCIA - DIST_010 - CTO_C0005, <ADDRESS>_010",<CLIENT_02>,DIST_010,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_5643FB5306,5/31/2025 11:47 AM,Corte de servicio,PEXT,FTTH,CAIDA EN EL <ADDRESS>/8 DE DIST_001 - PAUL <ADDRESS> DIST_001,<CLIENT_02>,DIST_001,10.0,Sí,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,True,0,0,0,0,0
TCK_7CAF3E410D,6/11/25 9:46,Sin potencia,PEXT,FTTH,CTO SIN POTENCIA - CTO_C0003 DIST_012 - <ADDRESS>,<CLIENT_02>,DIST_002,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_AACA3B9361,6/05/25 12:30,Sin potencia,PEXT,FTTH,CTO SIN POTENCIA - CTO_C0001 DIST_006 - RESIDENCIAL SAN FELIPE - LOS FRESNOS <ADDRESS>,<CLIENT_02>,DIST_006,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_3AD8286A97,6/12/25 9:56,Sin potencia,PEXT,FTTH,"CTO SIN POTENCIA - CTO_C0004 - <ADDRESS>, TRONCAL_TCBC0D083CF, DIVICAU_D0008, DIST_009",<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_5A0FEC429A,6/16/2025 1:00 PM,Otros,PEXT,FTTH,"POSTE DANADO POR CHOQUE VEHICULAR, SE REALIZARA CAMBIO DE POSTE EN DIST_006 TRONCAL_T7D54B1C6CF EN <ADDRESS>.",Desconocido,DIST_006,0.0,No,Crítico,Correctivo,CLIENT_05,Operador,,<SUPPLIER_02>,False,0,0,1,0,0
TCK_43F5BD795D,6/14/2025 12:00 PM,Sin potencia,PEXT,FTTH,CTO SIN POTENCIA - CTO_C0001 - DIST_010 - <ADDRESS>,<CLIENT_02>,DIST_010,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_7CF57BF40D,6/11/25 1:00,Sin potencia,PEXT,FTTH,CTO_C0006 DE LA <ADDRESS> EN DIST_009 SIN POTENCIA,<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_2CE160206A,6/12/25 12:00,Sin potencia,PEXT,FTTH,CTO_C0050 Y CTO_C0019 DE LA <ADDRESS> DIST_009 SIN POTENCIA,<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_EF978D515F,6/24/2025 1:00 PM,Robo de elemento,PEXT,FTTH,CTO_C0040 ROBADA DIVICAU_D0039 TRONCAL_TF88DCE9981 DIST_009,<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,Internal Customer,Operador,<CLIENT_03>,<CLIENT_INTERNAL>,False,0,0,0,0,0
TCK_C5814CDF80,6/25/2025 1:50 PM,Otros,TI,FTTH,CTO SIN POTENCIA EN <ADDRESS>,<CLIENT_03>,DIST_009,0.0,No,Leve,Quiebre Técnico,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_E125DD26B9,6/19/2025 5:43 AM,Otros,PEXT,FTTH,"POSTE DANADO POR CHOQUE VEHICULAR, DIST_006. <ADDRESS>",<CLIENT_INTERNAL>,DIST_006,0.0,No,Leve,Incidencia,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_082294AAAC,6/19/2025 10:00 PM,Sin potencia,PEXT,FTTH,CTO_C0001 SIN POTENCIA - DIST_006 - <ADDRESS>,<CLIENT_02>,DIST_006,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_DAE0CF1F71,6/23/2025 9:20 AM,Otros,PEXT,FTTH,CTO ATENUADA <ADDRESS> A MAS EN LOS PUERTOS,<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_F80E06AB6B,7/01/25 11:21,Robo de elemento,PEXT,FTTH,"3 CTOS ROBADAS - <ADDRESS>, DIST_009",<CLIENT_03>,DIST_009,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_B2594F841F,7/03/25 10:27,Potencia alta,PEXT,FTTH,POTENCIA ALTA CTO_C0001 - DIST_010.  <ADDRESS>,<CLIENT_02>,DIST_010,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_C995298BBB,7/08/25 9:00,Sin potencia,PEXT,FTTH,CTO_C0003 SIN POTENCIA - <ADDRESS>,<CLIENT_03>,DIST_008,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_BBA58A499F,7/11/25 0:00,Corte de servicio,PINT,FTTH,CAIDA ENLACE DE GESTION DEL NODO DE DIST_010,<CLIENT_INTERNAL>,DIST_010,0.0,No,Leve,Soporte,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_D1A85B8F9D,7/15/2025 12:17 PM,Sin potencia,PEXT,FTTH,CTO_C0001 SIN POTENCIA - DIST_006,<CLIENT_02>,DIST_006,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_6474B3EA67,7/23/2025 8:10 AM,Corte de fibra,PEXT,FTTH,DIVICAU_D0047-46 : RUPTURA DE FIBRA ALIMENTADOR Y DISTRIBUIDOR EN UN CRUCE DE <ADDRESS>,<CLIENT_03>,DIST_009,15.0,Sí,Leve,Emergencia,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,True,0,0,0,0,0
TCK_54B3BF9B0E,7/24/2025 12:25 PM,Potencia alta,PEXT,FTTH,CTO_C0007 DIVICAU_D0042 TRONCAL_TAF8D6D4397 POTENCIA ALTA.,<CLIENT_02>,DIST_006,2.0,Sí,Leve,Incidencia,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,0,0,0,0,0
TCK_E80608176B,8/04/25 8:00,Corte de servicio,PINT,FTTH,CORTE DE ENLACE DE GESTION EN EL <FACILITY_02> POR AVERIA MASIVA DE LA FIBRA ,<CLIENT_03>,DIST_007,0.0,No,Leve,Soporte,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_13AF4EA3EE,8/04/25 10:30,Sin potencia,PEXT,FTTH,CTO_C0001 SIN POTENCIA - DIST_006 - <ADDRESS>,<CLIENT_02>,DIST_006,0.0,No,Leve,Correctivo,CLIENT_02,Operador,<CLIENT_02>,<CLIENT_02>,False,1,0,0,1,0
TCK_E8B6FAF5BF,8/14/2025 7:00 AM,Corte de servicio,PINT,FTTH,CORTE DE ENERGIA EN ENLACE DE GESTION DEL <FACILITY_02>,<SUPPLIER_02>,DIST_007,0.0,No,Leve,Incidencia,Internal Customer,Empresa Electrica,<SUPPLIER_02>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_0AF4F8ADBB,8/05/25 15:00,Corte de servicio,PINT,FTTH,CORTE DE SERVICIO DE <CLIENT_10> POR DEBIDO AL SWAP REALIZADO POR <CLIENT_10>,Desconocido,DIST_010,2.0,Sí,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,1,0,1,1,1
TCK_51BE85EA37,8/05/25 8:00,Sin potencia,PINT,FTTH,<ADDRESS> SIN POTENCIA - SALA SCS-2.4 - <SITE_01>,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,1,0,1,1,1
TCK_386E82568A,8/13/2025 9:30 AM,Sin potencia,PINT,FTTH,<ADDRESS> SIN POTENCIA - SALA SCS-1.7 <SITE_01>,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,1,0,1,1,1
TCK_807D79E9A5,8/14/2025 11:30 PM,Sin potencia,PINT,FTTH,<ADDRESS> SIN POTENCIA. SALA SCS-4.1 <SITE_01>,<CLIENT_INTERNAL>,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Interno,<CLIENT_INTERNAL>,<CLIENT_INTERNAL>,False,1,0,0,1,0
TCK_C1B0B82F00,8/09/25 8:40,Otros,PEXT,FTTH,EQUIPO NO RECONOCIDO DIST_012,Desconocido,DIST_012,0.0,No,Leve,Soporte,CLIENT_08,Operador,,<CLIENT_03>,False,1,0,1,1,1
TCK_B4B73FB1BA,8/18/2025 1:00 PM,Reubicación de FO,PEXT,FTTH,CRUCE DE HILOS DE <ADDRESS>,<CLIENT_03>,DIST_013,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,0,0,0,0,0
TCK_EFF0C3C76B,8/11/25 8:00,Reubicación de FO,PEXT,FTTH,"SE EVIDENCIO LA CTO_C0001 <ADDRESS>, QUE SU SPLITTER SE ENCUENTRA EN LA POSICION DERECHA DE LA CTO TOMANDO COMO <ADDRESS> <ADDRESS> Y NO CUMPLE COMO EL ESTANDAR DE INSTALACION.",Desconocido,DIST_006,0.0,No,Leve,Correctivo,CLIENT_02,Operador,,<CLIENT_02>,False,0,0,1,0,0
TCK_776DD42F22,7/18/2025 7:00 AM,Reubicación de FO,PEXT,FTTH,"CASO VERTICAL <ADDRESS>_006, RETIRAR VERTICAL.",Desconocido,DIST_006,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_FFE802F734,8/16/2025 10:00 AM,Sin potencia,PEXT,FTTH,CTO_C0003 SIN POTENCIA - DIST_013. <ADDRESS>,<CLIENT_03>,DIST_013,0.0,No,Leve,Correctivo,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
TCK_C6AAD4DF37,8/16/2025 2:00 PM,Otros,PEXT,FTTH,NO APARECE EL EQUIPO GD6D5FD0F PARA APROVISIONAR EN LA OLT DIST_010 1,<CLIENT_03>,DIST_010,0.0,No,Leve,Soporte,CLIENT_08,Operador,<CLIENT_03>,<CLIENT_03>,False,1,0,0,1,0
