Ticket_final,Fecha aviso incidencia_final,Categoria de incidencia_final,Tipo Incidencia_final,Tipo de producto_final,Descripcion_final,Operador_final,Distrito_final,Cantidad de clientes afectados_final,Clientes afectados_final,Criticidad Incidencia_final,Tipo de trabajo_final,Reportado Por_final,tipo_cliente_final,Operador_orig_final,Reportado Por_orig_final,outlier_Cantidad de clientes afectados_final,missing_Cantidad de clientes afectados_final,miss_tipo_producto,miss_operador_orig,miss_cantidad_clientes,miss_tipo_cliente
TCK_06DE5C1086,9/23/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A5009080B5,9/24/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_90A1A086A8,9/25/2024 8:00 AM,Otros,PEXT,FTTH,NORMALIZACION DE CTO EN DIST_009 CTO_C0029 TRONCAL_T4B4C59BDA2,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A7682B027F,9/27/2024 8:00 AM,Otros,PEXT,FTTH,NORMALIZACION PASANTE EN POSTE NUEVO DE <THIRD_01> EN DIST_009 TRONCAL_T4B4C59BDA2,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_7E38269033,9/28/2024 8:00 AM,Otros,PEXT,FTTH,NORMALIZACION PASANTE EN POSTE NUEVO DE <THIRD_01> EN DIST_009 TRONCAL_T4B4C59BDA2,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DD9D83C3B8,9/30/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_86B98CAF2A,10/01/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_CB91C5DD08,10/02/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_85BAA78E52,10/03/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_C9E6B7938F,10/04/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_94AE8F06F5,10/05/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_E2A2F2728D,10/07/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_7928E2B863,10/11/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_F240D415EA,10/12/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_8C94281FC1,10/14/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DFC66D4686,10/15/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_8075F9A600,10/16/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_22B53AF9A8,10/17/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_5709209F21,10/18/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_C81A33E27A,10/19/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_TE789AB9840,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_86D06359AF,10/21/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_D864E9D3BB,10/22/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_38694F9398,10/23/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_76ECB427BD,10/24/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A01599FEBC,10/25/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_0169638E94,10/26/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_BBA8346961,10/28/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_605EEB34C1,10/29/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0010,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_5622275B39,10/30/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DCEFAC5033,10/31/2024 8:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_17E37CD5D5,11/01/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_4FFA1278CA,11/02/24 8:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3D4110826F,11/04/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_B60DA45F55,11/05/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_5CD8DEE425,11/06/24 7:00,Otros,PEXT,FTTH,NORMALIZACION DE ROBO DE CTO EN DIST_009,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_0805A98248,11/07/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_38A37C2174,11/08/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_8D48F0CAC2,11/09/24 7:00,Otros,PEXT,FTTH,TRABAJOS EN EL <FACILITY_02>,Desconocido,<DIST_011>,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_4E783E2B74,11/11/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_F96D5F5129,11/12/24 7:00,Otros,PEXT,FTTH,NORMALIZACION DE ROBO DE MC EN TRONCAL_TECB4D91B6D DIST_006,Desconocido,DIST_006,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_05B3BE118B,11/13/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0011,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_66768CF7A2,11/14/2024 7:00 AM,Otros,PEXT,FTTH,TRONCAL_T61ADF48B4C DIVICAU_D0029 CTO_C0003 NORMALIZACION,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_12D2467293,11/15/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0012,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_F4F9998009,11/16/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0012,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3AAA01FC87,11/18/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0012,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_4CD5F2B53C,11/19/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0012,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_EDA2D20D9E,11/20/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0012,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_79370CE050,11/21/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0012,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_54936E9A0E,11/22/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_458210E33E,11/23/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_17B5310FAC,11/25/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_D02EE8FAC2,11/26/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_CCB40566A6,11/27/2024 7:00 AM,Otros,PEXT,FTTH,TRONCAL_T61ADF48B4C DIVICAU_D0031 CTO_C0009 NORMALIZACION,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_282791D35D,11/28/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DBC8944D32,11/29/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_24003B74B1,11/30/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0008,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DED03AE4FB,12/02/24 7:00,Otros,PEXT,FTTH,TRONCAL_T61ADF48B4C DIVICAU_D0035 CTO_C0043 NORMALIZACION,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_DF35CA72AC,12/03/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0006,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_88A907705D,12/04/24 7:00,Otros,PEXT,FTTH,TRONCAL_T61ADF48B4C DIVICAU_D0035 CTO_C0042 NORMALIZACION,Desconocido,DIST_010,0.0,No,Leve,Correctivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_131E53DE4C,12/05/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0006,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_38D75E5B32,12/06/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0006,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A776AD457E,12/07/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0006,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_2AEA9C006E,12/10/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0006,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3C6F1B8DFE,12/11/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3293053B57,12/12/24 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3EDF99DDE6,12/13/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_4225B7F41F,12/14/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_2F1F26FBF5,12/16/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A6D356C972,12/17/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_92D4CB0527,12/18/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_F104B7506A,12/19/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_B612439239,12/20/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_907658BB3E,12/21/2024 7:00 AM,Otros,PEXT,FTTH,LIQUIDACION DE MATERIALES,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3CB88B12DC,12/23/2024 7:00 AM,Otros,PEXT,FTTH,LIQUIDACION DE MATERIALES,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_1360DD1998,12/24/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_CA9EF5EA1C,12/27/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_334D4FA071,12/28/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_C0D80F5893,12/30/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_18B6EF7CCC,12/31/2024 7:00 AM,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T99757E2EE1 DIVICAU_D0009,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3DCFCB14FD,1/02/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0017,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_10FF7C34FF,1/03/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0015,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_CA1FFFD208,1/04/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0015,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_1C003FBE71,1/06/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0015,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_779B1C25A4,1/07/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0017,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_66B3F01676,1/08/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0017,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_912FD3C44C,1/09/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0017,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_0EE4DE53A9,1/11/25 7:00,Otros,PEXT,FTTH,AUDITORIA EN DIST_010 TRONCAL_T9F1FB90708 DIVICAU_D0015,Desconocido,DIST_010,0.0,No,Leve,Inspección,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_3B6BD9413A,1/13/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_89A2A58510,1/14/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010 - PINTADO DE REJAS,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_4647F1AFE5,1/15/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010 - PINTADO DE REJAS,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_39557B1EEF,1/17/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010 - PINTADO DE REJAS,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_C9911463F1,1/18/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_009,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_BC110D719B,1/21/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010 - PINTADO DE REJAS,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_C80ECD3FD0,1/22/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010 - PINTADO DE REJAS,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
TCK_A949D8F7E0,1/23/2025 7:00 AM,Otros,PEXT,FTTH,LIMPIEZA AL NODO DE DIST_010 - PINTADO DE REJAS,Desconocido,DIST_010,0.0,No,Leve,Preventivo,Internal Customer,Operador,,<CLIENT_INTERNAL>,False,0,0,1,0,0
